work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category,annual_taxes
2024,Entry-level,Freelance,Applied Data Scientist,30000,USD,30000,United Kingdom,Remote,United Kingdom,M,Data Science and Research,7058.4314075806
2024,Executive,Full-time,Business Intelligence,230000,USD,230000,United States,In-person,United States,M,BI and Visualization,47840.72315848923
2024,Executive,Full-time,Business Intelligence,176900,USD,176900,United States,In-person,United States,M,BI and Visualization,38842.774987766104
2024,Senior,Full-time,Data Architect,171210,USD,171210,Canada,In-person,Canada,M,Data Architecture and Modeling,41915.26649270563
2024,Senior,Full-time,Data Architect,92190,USD,92190,Canada,In-person,Canada,M,Data Architecture and Modeling,21881.403422238513
2024,Mid-level,Full-time,Data Science,46203,GBP,57753,United Kingdom,In-person,United Kingdom,M,Data Science and Research,10421.785412069954
2024,Mid-level,Full-time,Data Science,38280,GBP,47850,United Kingdom,In-person,United Kingdom,M,Data Science and Research,10479.23461557199
2024,Entry-level,Full-time,Insight Analyst,50000,USD,50000,United States,Remote,United States,M,Data Analysis,9848.642791702303
2024,Entry-level,Full-time,Insight Analyst,40000,USD,40000,United States,Remote,United States,M,Data Analysis,7917.424918565154
2024,Senior,Full-time,Data Engineer,276000,USD,276000,United States,In-person,United States,M,Data Engineering,57466.50373069982
2024,Senior,Full-time,Data Engineer,148000,USD,148000,United States,In-person,United States,M,Data Engineering,30026.3689706362
2024,Senior,Full-time,Research Scientist,234000,USD,234000,United States,In-person,United States,M,Data Science and Research,53606.00001258672
2024,Senior,Full-time,Research Scientist,146000,USD,146000,United States,In-person,United States,M,Data Science and Research,31422.23015742922
2024,Entry-level,Full-time,Business Intelligence Analyst,192300,USD,192300,United States,In-person,United States,M,BI and Visualization,38927.96211343142
2024,Entry-level,Full-time,Business Intelligence Analyst,120200,USD,120200,United States,In-person,United States,M,BI and Visualization,25107.047211520003
2024,Entry-level,Full-time,Analytics Engineer,132500,USD,132500,United States,In-person,United States,M,Leadership and Management,27384.23696754181
2024,Entry-level,Full-time,Analytics Engineer,111500,USD,111500,United States,In-person,United States,M,Leadership and Management,25631.79633314146
2024,Entry-level,Full-time,Data Engineer,234000,USD,234000,United States,In-person,United States,M,Data Engineering,45839.85932557606
2024,Entry-level,Full-time,Data Engineer,146000,USD,146000,United States,In-person,United States,M,Data Engineering,30114.157688820633
2024,Senior,Full-time,Data Scientist,322000,USD,322000,United States,In-person,United States,M,Data Science and Research,58899.623438896895
2024,Senior,Full-time,Data Scientist,168000,USD,168000,United States,In-person,United States,M,Data Science and Research,25021.9542187975
2024,Mid-level,Full-time,Data Scientist,152000,USD,152000,Canada,In-person,Canada,M,Data Science and Research,32387.0005301387
2024,Mid-level,Full-time,Data Scientist,98000,USD,98000,Canada,In-person,Canada,M,Data Science and Research,21294.294949764633
2024,Senior,Full-time,Research Engineer,138000,USD,138000,United States,In-person,United States,M,Data Science and Research,25551.624543678223
2024,Senior,Full-time,Research Engineer,86000,USD,86000,United States,In-person,United States,M,Data Science and Research,21103.977953258687
2024,Senior,Full-time,Data Science,268700,USD,268700,United States,In-person,United States,M,Data Science and Research,45924.23886470624
2024,Senior,Full-time,Data Science,130300,USD,130300,United States,In-person,United States,M,Data Science and Research,26179.246696087568
2024,Senior,Full-time,BI Developer,60000,GBP,75000,United Kingdom,In-person,United Kingdom,M,BI and Visualization,14719.22422496125
2024,Senior,Full-time,BI Developer,40000,GBP,50000,United Kingdom,In-person,United Kingdom,M,BI and Visualization,11532.77921435846
2024,Senior,Full-time,Data Analyst,115000,USD,115000,United States,In-person,United States,M,Data Analysis,26379.525170770656
2024,Senior,Full-time,Data Analyst,105000,USD,105000,United States,In-person,United States,M,Data Analysis,21325.389593963526
2024,Senior,Full-time,Data Scientist,80000,GBP,100000,United Kingdom,In-person,United Kingdom,M,Data Science and Research,20756.32503920435
2024,Senior,Full-time,Data Scientist,70000,GBP,87500,United Kingdom,In-person,United Kingdom,M,Data Science and Research,15946.374941647304
2024,Senior,Full-time,Business Intelligence Engineer,156476,USD,156476,United States,Remote,United States,M,BI and Visualization,25096.257836763856
2024,Senior,Full-time,Business Intelligence Engineer,104981,USD,104981,United States,Remote,United States,M,BI and Visualization,20265.716693031824
2024,Mid-level,Full-time,Data Engineer,146000,USD,146000,United States,Remote,United States,M,Data Engineering,29656.53898978362
2024,Mid-level,Full-time,Data Engineer,110000,USD,110000,United States,Remote,United States,M,Data Engineering,24706.639497600987
2024,Senior,Full-time,Data Scientist,297000,USD,297000,United States,In-person,United States,M,Data Science and Research,66542.1363017794
2024,Senior,Full-time,Data Scientist,138000,USD,138000,United States,In-person,United States,M,Data Science and Research,26530.977983954053
2024,Senior,Full-time,Data Quality Engineer,190000,USD,190000,United States,In-person,United States,M,Data Quality and Operations,36851.24954781373
2024,Senior,Full-time,Data Quality Engineer,25000,USD,25000,United States,In-person,United States,M,Data Quality and Operations,4475.723517466454
2024,Mid-level,Full-time,Machine Learning Engineer,160480,USD,160480,United States,In-person,United States,M,Machine Learning and AI,27538.310428830366
2024,Mid-level,Full-time,Machine Learning Engineer,109920,USD,109920,United States,In-person,United States,M,Machine Learning and AI,18232.935612929974
2024,Senior,Full-time,Data Engineer,224000,USD,224000,United States,In-person,United States,M,Data Engineering,53539.47377063842
2024,Senior,Full-time,Data Engineer,150000,USD,150000,United States,In-person,United States,M,Data Engineering,28471.043454745042
2024,Entry-level,Full-time,Data Analyst,84000,USD,84000,United States,In-person,United States,M,Data Analysis,16064.035173293207
2024,Entry-level,Full-time,Data Analyst,75800,USD,75800,United States,In-person,United States,M,Data Analysis,13260.762234164311
2024,Mid-level,Full-time,Cloud Database Engineer,146125,USD,146125,United States,Remote,United States,M,Cloud and Database,31497.21556491876
2024,Mid-level,Full-time,Cloud Database Engineer,82000,USD,82000,United States,Remote,United States,M,Cloud and Database,13753.20753000496
2024,Mid-level,Full-time,Business Intelligence,207600,USD,207600,United States,In-person,United States,M,BI and Visualization,40636.70235655161
2024,Mid-level,Full-time,Business Intelligence,138400,USD,138400,United States,In-person,United States,M,BI and Visualization,25201.348558615908
2024,Entry-level,Full-time,Data Analyst,94600,USD,94600,United States,In-person,United States,M,Data Analysis,19652.019525949727
2024,Entry-level,Full-time,Data Analyst,75700,USD,75700,United States,In-person,United States,M,Data Analysis,14366.641021720727
2024,Senior,Full-time,Data Science,331292,USD,331292,United States,In-person,United States,M,Data Science and Research,58435.720049154355
2024,Senior,Full-time,Data Science,244868,USD,244868,United States,In-person,United States,M,Data Science and Research,48835.58148222341
2024,Senior,Full-time,Data Scientist,190000,USD,190000,United States,Remote,United States,M,Data Science and Research,39627.661108015585
2024,Senior,Full-time,Data Scientist,155000,USD,155000,United States,Remote,United States,M,Data Science and Research,31206.20338938782
2024,Mid-level,Full-time,Data Engineer,168000,USD,168000,United States,In-person,United States,M,Data Engineering,34616.30557640567
2024,Mid-level,Full-time,Data Engineer,158000,USD,158000,United States,In-person,United States,M,Data Engineering,29595.542183968155
2024,Executive,Full-time,Head of Data,243000,USD,243000,United States,In-person,United States,M,Leadership and Management,46837.07793330251
2024,Executive,Full-time,Head of Data,163000,USD,163000,United States,In-person,United States,M,Leadership and Management,30407.778940250402
2024,Senior,Full-time,Data Scientist,190000,USD,190000,United States,Remote,United States,M,Data Science and Research,36633.69798614595
2024,Senior,Full-time,Data Scientist,155000,USD,155000,United States,Remote,United States,M,Data Science and Research,28479.246525662194
2024,Senior,Full-time,Data Scientist,170000,USD,170000,United States,Remote,United States,M,Data Science and Research,28130.639152072297
2024,Senior,Full-time,Machine Learning Engineer,112800,EUR,125333,Lithuania,In-person,Lithuania,M,Machine Learning and AI,25511.347013741793
2024,Senior,Full-time,Machine Learning Engineer,73200,EUR,81333,Lithuania,In-person,Lithuania,M,Machine Learning and AI,15613.039022307468
2024,Senior,Full-time,Business Intelligence,192500,USD,192500,United States,In-person,United States,M,BI and Visualization,32223.73636418073
2024,Senior,Full-time,Business Intelligence,134900,USD,134900,United States,In-person,United States,M,BI and Visualization,28228.58652540854
2024,Senior,Full-time,Data Scientist,227000,USD,227000,United States,In-person,United States,M,Data Science and Research,41280.86542570008
2024,Senior,Full-time,Data Scientist,192780,USD,192780,United States,In-person,United States,M,Data Science and Research,38756.2806680316
2024,Mid-level,Full-time,BI Analyst,85000,USD,85000,United States,Remote,United States,M,BI and Visualization,18239.453955701814
2024,Mid-level,Full-time,BI Analyst,70000,USD,70000,United States,Remote,United States,M,BI and Visualization,14180.576075060377
2024,Senior,Full-time,Analytics Engineer,180000,USD,180000,United States,In-person,United States,M,Leadership and Management,40101.84246435589
2024,Senior,Full-time,Analytics Engineer,112000,USD,112000,United States,In-person,United States,M,Leadership and Management,19633.99016240782
2024,Senior,Full-time,Data Engineer,130000,USD,130000,United States,In-person,United States,M,Data Engineering,27046.08826706163
2024,Senior,Full-time,Data Engineer,100000,USD,100000,United States,In-person,United States,M,Data Engineering,18630.379818119374
2024,Senior,Full-time,Data Engineer,140000,USD,140000,United States,Remote,United States,M,Data Engineering,25561.767982290734
2024,Senior,Full-time,Data Engineer,100000,USD,100000,United States,Remote,United States,M,Data Engineering,18842.30067047117
2024,Mid-level,Full-time,Data Scientist,175000,USD,175000,United States,Remote,United States,M,Data Science and Research,33909.5661375542
2024,Mid-level,Full-time,Data Scientist,135000,USD,135000,United States,Remote,United States,M,Data Science and Research,27151.646424020313
2024,Mid-level,Full-time,Data Manager,110000,USD,110000,United States,In-person,United States,M,Leadership and Management,19436.670350276618
2024,Mid-level,Full-time,Data Manager,70000,USD,70000,United States,In-person,United States,M,Leadership and Management,15261.157081735862
2024,Senior,Full-time,Computational Biologist,236000,USD,236000,United States,In-person,United States,M,Data Science and Research,49397.92671552778
2024,Senior,Full-time,Computational Biologist,174000,USD,174000,United States,In-person,United States,M,Data Science and Research,29453.871971755263
2024,Senior,Full-time,Computational Biologist,242000,CAD,186153,Canada,In-person,Canada,M,Data Science and Research,42771.45221263265
2024,Senior,Full-time,Computational Biologist,215000,CAD,165384,Canada,In-person,Canada,M,Data Science and Research,39347.79470977284
2024,Senior,Full-time,Data Architect,363000,USD,363000,United States,In-person,United States,M,Data Architecture and Modeling,81157.93968661907
2024,Senior,Full-time,Data Architect,139800,USD,139800,United States,In-person,United States,M,Data Architecture and Modeling,27456.93015906867
2024,Senior,Full-time,Research Scientist,345000,USD,345000,United States,In-person,United States,M,Data Science and Research,61611.80691157726
2024,Senior,Full-time,Research Scientist,180000,USD,180000,United States,In-person,United States,M,Data Science and Research,39796.026216952094
2024,Senior,Full-time,Analytics Engineer,170000,USD,170000,United States,Remote,United States,M,Leadership and Management,32629.19838029119
2024,Senior,Full-time,Analytics Engineer,130000,USD,130000,United States,Remote,United States,M,Leadership and Management,29178.357182994314
2024,Mid-level,Full-time,Data Integration Specialist,75000,GBP,93750,United Kingdom,Remote,United Kingdom,M,Data Management and Strategy,19140.515583894114
2024,Mid-level,Full-time,Data Integration Specialist,55000,GBP,68750,United Kingdom,Remote,United Kingdom,M,Data Management and Strategy,15092.878675165106
2024,Senior,Full-time,Machine Learning Engineer,184800,USD,184800,Canada,Remote,Canada,M,Machine Learning and AI,38277.13020395659
2024,Senior,Full-time,Machine Learning Engineer,123200,USD,123200,Canada,Remote,Canada,M,Machine Learning and AI,26380.99628642496
2024,Senior,Full-time,Data Engineer,115000,USD,115000,United States,Remote,United States,M,Data Engineering,23024.150047657888
2024,Senior,Full-time,Data Engineer,105000,USD,105000,United States,Remote,United States,M,Data Engineering,24750.328037202253
2024,Mid-level,Full-time,Data Science Manager,110000,USD,110000,United States,In-person,United States,M,Data Science and Research,22279.206603947965
2024,Mid-level,Full-time,Data Science Manager,70000,USD,70000,United States,In-person,United States,M,Data Science and Research,14562.785108822583
2024,Entry-level,Full-time,Machine Learning Engineer,157900,USD,157900,Canada,Remote,Canada,M,Machine Learning and AI,37526.989901303656
2024,Entry-level,Full-time,Machine Learning Engineer,105300,USD,105300,Canada,Remote,Canada,M,Machine Learning and AI,18221.619417234007
2024,Mid-level,Full-time,Data Scientist,252000,USD,252000,United States,In-person,United States,M,Data Science and Research,43996.7556076319
2024,Mid-level,Full-time,Data Scientist,168000,USD,168000,United States,In-person,United States,M,Data Science and Research,36857.17293941092
2024,Executive,Full-time,AI Engineer,225000,USD,225000,United States,In-person,United States,M,Machine Learning and AI,39720.944676986284
2024,Executive,Full-time,AI Engineer,150000,USD,150000,United States,In-person,United States,M,Machine Learning and AI,35830.86355694788
2024,Mid-level,Full-time,Data Engineer,150000,USD,150000,United States,Remote,United States,M,Data Engineering,28759.14305772076
2024,Mid-level,Full-time,Data Engineer,90000,USD,90000,United States,Remote,United States,M,Data Engineering,16654.581339406635
2024,Mid-level,Full-time,Data Analyst,150000,USD,150000,United States,In-person,United States,M,Data Analysis,35768.826079441154
2024,Mid-level,Full-time,Data Analyst,117000,USD,117000,United States,In-person,United States,M,Data Analysis,26864.404611956554
2024,Mid-level,Full-time,Research Engineer,440000,USD,440000,United States,In-person,United States,M,Data Science and Research,104434.51885175382
2024,Mid-level,Full-time,Research Engineer,295000,USD,295000,United States,In-person,United States,M,Data Science and Research,64345.66348382478
2024,Mid-level,Full-time,Data Scientist,70000,GBP,87500,United Kingdom,In-person,United Kingdom,M,Data Science and Research,15992.855051154273
2024,Mid-level,Full-time,Data Scientist,50000,GBP,62500,United Kingdom,In-person,United Kingdom,M,Data Science and Research,14887.581191373793
2024,Mid-level,Full-time,Data Analyst,150000,USD,150000,United States,Remote,United States,M,Data Analysis,29195.98988714586
2024,Mid-level,Full-time,Data Analyst,120000,USD,120000,United States,Remote,United States,M,Data Analysis,25925.895349911352
2024,Mid-level,Full-time,Data Engineer,148000,USD,148000,United States,In-person,United States,M,Data Engineering,32403.865824610293
2024,Mid-level,Full-time,Data Engineer,106500,USD,106500,United States,In-person,United States,M,Data Engineering,20969.828501716525
2024,Senior,Full-time,Applied Scientist,209000,USD,209000,Poland,Remote,Poland,M,Data Science and Research,44366.85176804662
2024,Senior,Full-time,Applied Scientist,155000,USD,155000,Poland,Remote,Poland,M,Data Science and Research,33858.840681856236
2024,Senior,Full-time,AI Engineer,210000,USD,210000,United States,In-person,United States,M,Machine Learning and AI,43580.98723085364
2024,Senior,Full-time,AI Engineer,180000,USD,180000,United States,In-person,United States,M,Machine Learning and AI,32042.157153896904
2024,Senior,Full-time,Data Scientist,170000,USD,170000,United States,In-person,United States,M,Data Science and Research,35014.00979230059
2024,Senior,Full-time,Data Scientist,130000,USD,130000,United States,In-person,United States,M,Data Science and Research,29448.603331386283
2024,Senior,Full-time,Data Scientist,70000,GBP,87500,United Kingdom,In-person,United Kingdom,M,Data Science and Research,16284.506245470111
2024,Senior,Full-time,Data Scientist,50000,GBP,62500,United Kingdom,In-person,United Kingdom,M,Data Science and Research,12312.956824590412
2024,Senior,Full-time,Data Engineer,220000,USD,220000,Canada,In-person,Canada,M,Data Engineering,42085.3243724248
2024,Senior,Full-time,Data Engineer,180000,USD,180000,Canada,In-person,Canada,M,Data Engineering,42657.34942252563
2024,Senior,Full-time,Machine Learning Engineer,278700,USD,278700,United States,In-person,United States,M,Machine Learning and AI,59487.37097558732
2024,Senior,Full-time,Machine Learning Engineer,159300,USD,159300,United States,In-person,United States,M,Machine Learning and AI,33158.17341026418
2024,Senior,Full-time,Data Analyst,145000,USD,145000,United States,In-person,United States,M,Data Analysis,26767.243384108584
2024,Senior,Full-time,Data Analyst,110000,USD,110000,United States,In-person,United States,M,Data Analysis,23186.348220842
2024,Entry-level,Full-time,Data Science,51550,EUR,57277,France,Hybrid,France,M,Data Science and Research,10682.924963910551
2024,Senior,Full-time,BI Data Analyst,60000,EUR,66666,Germany,Hybrid,Germany,S,Data Analysis,13375.640319958358
2024,Mid-level,Full-time,Analytics Engineer,126000,USD,126000,United States,In-person,United States,M,Leadership and Management,23597.66788248522
2024,Mid-level,Full-time,Analytics Engineer,78000,USD,78000,United States,In-person,United States,M,Leadership and Management,16655.235940116538
2024,Senior,Full-time,Research Scientist,290000,USD,290000,United States,In-person,United States,M,Data Science and Research,61344.22673636666
2024,Senior,Full-time,Research Scientist,240000,USD,240000,United States,In-person,United States,M,Data Science and Research,47000.16597322563
2024,Senior,Full-time,Machine Learning Engineer,210000,USD,210000,United States,In-person,United States,M,Machine Learning and AI,43663.22819317891
2024,Senior,Full-time,Machine Learning Engineer,178500,USD,178500,United States,In-person,United States,M,Machine Learning and AI,31797.770413832095
2024,Senior,Full-time,AI Research Scientist,150000,USD,150000,Saudi Arabia,Hybrid,Saudi Arabia,M,Data Science and Research,25526.227221883186
2024,Executive,Full-time,Machine Learning Engineer,290000,USD,290000,United States,In-person,United States,M,Machine Learning and AI,60548.471867334316
2024,Executive,Full-time,Machine Learning Engineer,232000,USD,232000,United States,In-person,United States,M,Machine Learning and AI,47173.36501852854
2024,Senior,Full-time,Research Scientist,234000,USD,234000,United States,In-person,United States,M,Data Science and Research,49771.94712465506
2024,Senior,Full-time,Research Scientist,146000,USD,146000,United States,In-person,United States,M,Data Science and Research,36158.782742602714
2024,Mid-level,Full-time,Data Engineer,172400,USD,172400,United States,In-person,United States,M,Data Engineering,37736.56527114295
2024,Mid-level,Full-time,Data Engineer,109000,USD,109000,United States,In-person,United States,M,Data Engineering,19810.047548531737
2024,Entry-level,Full-time,Data Analyst,88800,USD,88800,United States,In-person,United States,M,Data Analysis,19743.820927658235
2024,Entry-level,Full-time,Data Analyst,64600,USD,64600,United States,In-person,United States,M,Data Analysis,11219.847625619115
2024,Mid-level,Full-time,MLOps Engineer,156200,USD,156200,Canada,In-person,Canada,M,Machine Learning and AI,29798.009694558852
2024,Mid-level,Full-time,MLOps Engineer,106500,USD,106500,Canada,In-person,Canada,M,Machine Learning and AI,21154.645380658538
2024,Senior,Full-time,Data Scientist,185900,USD,185900,United States,In-person,United States,M,Data Science and Research,43550.208239092346
2024,Senior,Full-time,Data Scientist,109400,USD,109400,United States,In-person,United States,M,Data Science and Research,20250.476449358015
2024,Entry-level,Full-time,Research Analyst,106000,USD,106000,United States,In-person,United States,M,Data Science and Research,19447.95029804289
2024,Entry-level,Full-time,Research Analyst,66000,USD,66000,United States,In-person,United States,M,Data Science and Research,13070.04266775843
2024,Senior,Full-time,Machine Learning Engineer,234300,USD,234300,United States,In-person,United States,M,Machine Learning and AI,43750.94075010717
2024,Senior,Full-time,Machine Learning Engineer,96900,USD,96900,United States,In-person,United States,M,Machine Learning and AI,21563.420417042413
2024,Entry-level,Full-time,Data Analyst,157600,USD,157600,United States,In-person,United States,M,Data Analysis,28116.055885638492
2024,Entry-level,Full-time,Data Analyst,96800,USD,96800,United States,In-person,United States,M,Data Analysis,17138.500688932105
2024,Senior,Full-time,Research Engineer,339250,USD,339250,United States,In-person,United States,M,Data Science and Research,64879.39099640901
2024,Senior,Full-time,Research Engineer,180000,USD,180000,United States,In-person,United States,M,Data Science and Research,34207.0831775077
2024,Entry-level,Full-time,Admin & Data Analyst,40000,USD,40000,India,Remote,United States,M,Data Analysis,9543.625643053589
2024,Entry-level,Full-time,Data Analyst,70000,USD,70000,United States,In-person,United States,M,Data Analysis,15329.189129696066
2024,Entry-level,Full-time,Data Analyst,50000,USD,50000,United States,In-person,United States,M,Data Analysis,10087.551241385192
2024,Senior,Full-time,Research Analyst,94600,USD,94600,United States,In-person,United States,M,Data Science and Research,16601.475998373324
2024,Senior,Full-time,Research Analyst,77400,USD,77400,United States,In-person,United States,M,Data Science and Research,16787.073887469596
2024,Entry-level,Full-time,Data Analyst,192500,USD,192500,United States,In-person,United States,M,Data Analysis,34649.17091255018
2024,Entry-level,Full-time,Data Analyst,140000,USD,140000,United States,In-person,United States,M,Data Analysis,23674.64092902269
2024,Mid-level,Full-time,Data Scientist,154500,USD,154500,United States,In-person,United States,M,Data Science and Research,34571.012058368615
2024,Mid-level,Full-time,Data Scientist,75705,USD,75705,United States,In-person,United States,M,Data Science and Research,15620.882808715416
2024,Entry-level,Full-time,Business Intelligence Analyst,95000,USD,95000,United States,In-person,United States,M,BI and Visualization,20749.631765183556
2024,Entry-level,Full-time,Business Intelligence Analyst,85000,USD,85000,United States,In-person,United States,M,BI and Visualization,17541.837010003135
2024,Mid-level,Full-time,Business Intelligence Manager,164700,USD,164700,United States,In-person,United States,M,BI and Visualization,35762.40003560747
2024,Mid-level,Full-time,Business Intelligence Manager,117500,USD,117500,United States,In-person,United States,M,BI and Visualization,21970.089855744656
2024,Entry-level,Full-time,Data Analyst,80000,USD,80000,United States,In-person,United States,M,Data Analysis,14345.211453144857
2024,Entry-level,Full-time,Data Analyst,45700,USD,45700,United States,In-person,United States,M,Data Analysis,9762.977389709407
2024,Senior,Full-time,Data Analyst,117000,USD,117000,United States,In-person,United States,M,Data Analysis,21520.02138583321
2024,Senior,Full-time,Data Analyst,115765,USD,115765,United States,In-person,United States,M,Data Analysis,21556.48539957496
2024,Senior,Full-time,Data Analyst,140000,USD,140000,Canada,In-person,Canada,M,Data Analysis,26724.50899015144
2024,Senior,Full-time,Data Analyst,107000,USD,107000,Canada,In-person,Canada,M,Data Analysis,21437.405400313623
2024,Senior,Full-time,Machine Learning Engineer,178250,USD,178250,United States,Remote,United States,M,Machine Learning and AI,34388.01170638133
2024,Senior,Full-time,Machine Learning Engineer,105500,USD,105500,United States,Remote,United States,M,Machine Learning and AI,18198.85277088798
2024,Senior,Full-time,Data Developer,50000,GBP,62500,United Kingdom,In-person,United Kingdom,M,Leadership and Management,11695.476996458887
2024,Senior,Full-time,Data Developer,50000,GBP,62500,United Kingdom,In-person,United Kingdom,M,Leadership and Management,9720.746059719468
2024,Senior,Full-time,Prompt Engineer,197011,USD,197011,United States,Remote,United States,M,Machine Learning and AI,41865.74946796635
2024,Senior,Full-time,Prompt Engineer,115889,USD,115889,United States,Remote,United States,M,Machine Learning and AI,19464.582806987793
2024,Mid-level,Full-time,Research Scientist,138000,USD,138000,United States,In-person,United States,M,Data Science and Research,24551.901983177475
2024,Mid-level,Full-time,Research Scientist,86000,USD,86000,United States,In-person,United States,M,Data Science and Research,17289.723936328875
2024,Senior,Full-time,Data Engineer,259700,USD,259700,United States,Remote,United States,M,Data Engineering,48098.709796743526
2024,Senior,Full-time,Data Engineer,185500,USD,185500,United States,Remote,United States,M,Data Engineering,42824.584148958995
2024,Entry-level,Full-time,Data Analyst,80000,USD,80000,United States,Remote,United States,M,Data Analysis,13931.428944442483
2024,Entry-level,Full-time,Data Analyst,80000,USD,80000,United States,Remote,United States,M,Data Analysis,16427.281390958695
2024,Executive,Full-time,Data Analyst,175000,USD,175000,United States,In-person,United States,M,Data Analysis,34862.51013620377
2024,Executive,Full-time,Data Analyst,68000,USD,68000,United States,In-person,United States,M,Data Analysis,12011.392843071972
2024,Mid-level,Full-time,Data Science,243500,USD,243500,United States,In-person,United States,M,Data Science and Research,51248.35733678964
2024,Mid-level,Full-time,Data Science,201400,USD,201400,United States,In-person,United States,M,Data Science and Research,39589.01137783679
2024,Entry-level,Full-time,Data Analyst,26800,GBP,33500,United Kingdom,In-person,United Kingdom,M,Data Analysis,7217.099669313157
2024,Entry-level,Full-time,Data Analyst,26800,GBP,33500,United Kingdom,In-person,United Kingdom,M,Data Analysis,7251.747783155701
2024,Mid-level,Full-time,Data Analyst,110000,USD,110000,United States,In-person,United States,M,Data Analysis,26759.11908841752
2024,Mid-level,Full-time,Data Analyst,90000,USD,90000,United States,In-person,United States,M,Data Analysis,20405.750308985505
2024,Senior,Full-time,Research Scientist,123765,USD,123765,United States,Remote,United States,M,Data Science and Research,23839.16419654107
2024,Senior,Full-time,Research Scientist,85469,USD,85469,United States,Remote,United States,M,Data Science and Research,16684.610021435263
2024,Mid-level,Full-time,Data Analyst,85000,USD,85000,United States,Remote,United States,M,Data Analysis,18869.421313008093
2024,Mid-level,Full-time,Data Analyst,61800,USD,61800,United States,Remote,United States,M,Data Analysis,13169.905971173132
2024,Mid-level,Full-time,Data Engineer,242100,USD,242100,United States,In-person,United States,M,Data Engineering,51519.51684936455
2024,Mid-level,Full-time,Data Engineer,116200,USD,116200,United States,In-person,United States,M,Data Engineering,19482.194153021625
2024,Mid-level,Full-time,Data Manager,128000,USD,128000,United States,In-person,United States,M,Leadership and Management,25537.725121538726
2024,Mid-level,Full-time,Data Manager,81500,USD,81500,United States,In-person,United States,M,Leadership and Management,15097.009617994727
2024,Senior,Full-time,Machine Learning Engineer,250000,USD,250000,United States,In-person,United States,M,Machine Learning and AI,51399.622995216196
2024,Senior,Full-time,Machine Learning Engineer,212500,USD,212500,United States,In-person,United States,M,Machine Learning and AI,42082.86084401743
2024,Senior,Full-time,Data Scientist,90000,EUR,100000,France,Remote,France,M,Data Science and Research,21820.357816185184
2024,Senior,Full-time,Data Scientist,50000,EUR,55555,France,Remote,France,M,Data Science and Research,11463.461158899056
2024,Mid-level,Full-time,Data Specialist,69000,USD,69000,United States,In-person,United States,M,Data Management and Strategy,14885.132587710388
2024,Mid-level,Full-time,Data Specialist,44000,USD,44000,United States,In-person,United States,M,Data Management and Strategy,8389.55119487237
2024,Mid-level,Full-time,Data Analyst,77280,USD,77280,United States,In-person,United States,M,Data Analysis,13996.263866852752
2024,Mid-level,Full-time,Data Analyst,58000,USD,58000,United States,In-person,United States,M,Data Analysis,11124.342355885045
2024,Entry-level,Full-time,Business Intelligence,166000,USD,166000,United States,Remote,United States,M,BI and Visualization,33143.49222598002
2024,Entry-level,Full-time,Business Intelligence,119000,USD,119000,United States,Remote,United States,M,BI and Visualization,24702.381130621096
2024,Senior,Full-time,Machine Learning Engineer,192000,USD,192000,United States,In-person,United States,M,Machine Learning and AI,47075.74637065287
2024,Senior,Full-time,Machine Learning Engineer,164000,USD,164000,United States,In-person,United States,M,Machine Learning and AI,32661.396542553095
2024,Mid-level,Full-time,Research Scientist,218213,USD,218213,United States,In-person,United States,M,Data Science and Research,39470.60747214939
2024,Mid-level,Full-time,Research Scientist,151800,USD,151800,United States,In-person,United States,M,Data Science and Research,29309.599328976667
2024,Senior,Full-time,Data Architect,149750,USD,149750,United States,Remote,United States,M,Data Architecture and Modeling,28561.53005593495
2024,Senior,Full-time,Data Architect,84500,USD,84500,United States,Remote,United States,M,Data Architecture and Modeling,17713.703690677154
2024,Senior,Full-time,Data Scientist,130000,USD,130000,United States,In-person,United States,M,Data Science and Research,21993.927762443975
2024,Senior,Full-time,Data Scientist,120000,USD,120000,United States,In-person,United States,M,Data Science and Research,24151.828786080798
2024,Mid-level,Full-time,Data Integration Engineer,100000,USD,100000,United States,In-person,United States,M,Data Engineering,20313.013075930754
2024,Mid-level,Full-time,Data Integration Engineer,70000,USD,70000,United States,In-person,United States,M,Data Engineering,14325.053450680387
2024,Mid-level,Full-time,Data Engineer,200000,USD,200000,United States,In-person,United States,M,Data Engineering,37610.73572413855
2024,Mid-level,Full-time,Data Engineer,150000,USD,150000,United States,In-person,United States,M,Data Engineering,29286.234810791982
2024,Senior,Full-time,Data Scientist,253430,USD,253430,United States,In-person,United States,M,Data Science and Research,43468.004876731145
2024,Senior,Full-time,Data Scientist,200740,USD,200740,United States,In-person,United States,M,Data Science and Research,38167.419332277466
2024,Senior,Full-time,Data Scientist,234900,USD,234900,United States,In-person,United States,M,Data Science and Research,44429.636785673465
2024,Senior,Full-time,Data Scientist,97300,USD,97300,United States,In-person,United States,M,Data Science and Research,20269.633390024734
2024,Senior,Full-time,Machine Learning Engineer,206000,USD,206000,United States,Remote,United States,M,Machine Learning and AI,36436.528380893724
2024,Senior,Full-time,Machine Learning Engineer,165000,USD,165000,United States,Remote,United States,M,Machine Learning and AI,35577.95373564298
2024,Entry-level,Full-time,Data Analyst,70000,USD,70000,United States,Remote,United States,M,Data Analysis,16092.278362287918
