work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category,annual_taxes
2024,Mid-level,Full-time,Machine Learning Engineer,150000,USD,150000,United States,In-person,United States,M,Machine Learning and AI,27730.519413357757
2024,Senior,Full-time,Data Scientist,145125,USD,145125,United States,In-person,United States,M,Data Science and Research,29900.144551594116
2024,Senior,Full-time,Data Scientist,124875,USD,124875,United States,In-person,United States,M,Data Science and Research,27570.14335984504
2024,Senior,Full-time,Applied Scientist,290000,USD,290000,United States,Remote,United States,M,Data Science and Research,60778.75229976973
2024,Senior,Full-time,Applied Scientist,210000,USD,210000,United States,Remote,United States,M,Data Science and Research,38731.62920988429
2024,Mid-level,Full-time,Data Scientist,215000,USD,215000,United States,In-person,United States,M,Data Science and Research,50468.13231499986
2024,Mid-level,Full-time,Data Scientist,152000,USD,152000,United States,In-person,United States,M,Data Science and Research,26002.403214290884
2024,Mid-level,Full-time,Data Analytics Consultant,123900,USD,123900,United States,In-person,United States,M,Leadership and Management,20858.10497961269
2024,Mid-level,Full-time,Data Analytics Consultant,66100,USD,66100,United States,In-person,United States,M,Leadership and Management,14489.856650732458
2024,Senior,Full-time,Machine Learning Engineer,182000,USD,182000,United States,Remote,United States,M,Machine Learning and AI,37222.0593421138
2024,Senior,Full-time,Machine Learning Engineer,164000,USD,164000,United States,Remote,United States,M,Machine Learning and AI,30997.644768122747
2024,Senior,Full-time,Data Analyst,108334,USD,108334,United States,In-person,United States,M,Data Analysis,19286.54877602042
2024,Senior,Full-time,Data Analyst,59923,USD,59923,United States,In-person,United States,M,Data Analysis,14765.985775383866
2024,Senior,Full-time,Data Scientist,150000,USD,150000,United States,In-person,United States,M,Data Science and Research,30351.27261646633
2024,Senior,Full-time,Data Scientist,130000,USD,130000,United States,In-person,United States,M,Data Science and Research,27388.923044199008
2024,Executive,Full-time,Data Science Engineer,160000,USD,160000,United States,In-person,United States,M,Data Science and Research,33017.23231116218
2024,Executive,Full-time,Data Science Engineer,120000,USD,120000,United States,In-person,United States,M,Data Science and Research,25043.53909855478
2024,Mid-level,Full-time,Data Engineer,140000,USD,140000,United States,In-person,United States,M,Data Engineering,29512.26448946946
2024,Mid-level,Full-time,Data Engineer,70000,USD,70000,United States,In-person,United States,M,Data Engineering,15025.393613656826
2024,Senior,Full-time,Data Scientist,150800,USD,150800,United States,In-person,United States,M,Data Science and Research,29028.32923930581
2024,Senior,Full-time,Data Scientist,100600,USD,100600,United States,In-person,United States,M,Data Science and Research,19533.216323460092
2024,Senior,Full-time,Data Architect,276000,USD,276000,United States,In-person,United States,M,Data Architecture and Modeling,45589.55409785887
2024,Senior,Full-time,Data Architect,174000,USD,174000,United States,In-person,United States,M,Data Architecture and Modeling,32084.540665374647
2024,Mid-level,Full-time,Data Scientist,120000,USD,120000,United States,In-person,United States,M,Data Science and Research,24650.670711472118
2024,Mid-level,Full-time,Data Scientist,94400,USD,94400,United States,In-person,United States,M,Data Science and Research,20853.00413294908
2024,Mid-level,Full-time,Data Scientist,160000,USD,160000,United States,In-person,United States,M,Data Science and Research,33916.92648440379
2024,Mid-level,Full-time,Data Scientist,136000,USD,136000,United States,In-person,United States,M,Data Science and Research,26273.31682465203
2024,Mid-level,Full-time,Data Scientist,215000,USD,215000,United States,In-person,United States,M,Data Science and Research,37568.356478033835
2024,Mid-level,Full-time,Data Scientist,152000,USD,152000,United States,In-person,United States,M,Data Science and Research,21956.828197900606
2024,Senior,Full-time,Data Analyst,140000,USD,140000,United States,In-person,United States,M,Data Analysis,31224.85512938624
2024,Senior,Full-time,Data Analyst,110000,USD,110000,United States,In-person,United States,M,Data Analysis,20703.696229677673
2024,Senior,Full-time,Business Intelligence Engineer,185000,USD,185000,United States,In-person,United States,L,BI and Visualization,35340.679477044985
2024,Senior,Full-time,Business Intelligence Engineer,79600,USD,79600,United States,In-person,United States,L,BI and Visualization,16129.465756909647
2024,Mid-level,Full-time,Prompt Engineer,215000,USD,215000,Australia,Remote,Australia,M,Machine Learning and AI,36956.091796214874
2024,Mid-level,Full-time,Prompt Engineer,200000,USD,200000,Australia,Remote,Australia,M,Machine Learning and AI,38600.87127955385
2024,Executive,Full-time,Data Engineer,212500,USD,212500,United States,In-person,United States,M,Data Engineering,51099.75578652239
2024,Executive,Full-time,Data Engineer,163500,USD,163500,United States,In-person,United States,M,Data Engineering,34352.615289147914
2024,Senior,Full-time,Research Engineer,237650,USD,237650,United States,In-person,United States,M,Data Science and Research,49237.51124090846
2024,Senior,Full-time,Research Engineer,172700,USD,172700,United States,In-person,United States,M,Data Science and Research,29074.06407305101
2024,Senior,Full-time,Data Scientist,148500,USD,148500,United States,Remote,United States,M,Data Science and Research,36363.497626910445
2024,Senior,Full-time,Data Scientist,103275,USD,103275,United States,Remote,United States,M,Data Science and Research,17716.21711623229
2024,Senior,Full-time,Data Scientist,175000,USD,175000,United States,Remote,United States,M,Data Science and Research,41728.1366440554
2024,Senior,Full-time,Data Scientist,145000,USD,145000,United States,Remote,United States,M,Data Science and Research,22866.33755595536
2024,Entry-level,Full-time,Research Engineer,257400,USD,257400,United States,In-person,United States,M,Data Science and Research,58714.82127855332
2024,Entry-level,Full-time,Research Engineer,193500,USD,193500,United States,In-person,United States,M,Data Science and Research,44961.870021030874
2024,Entry-level,Full-time,Data Engineer,17598,USD,17598,Mexico,Hybrid,Mexico,L,Data Engineering,3229.4409656574553
2024,Entry-level,Full-time,Big Data Engineer,17600,USD,17600,Mexico,Hybrid,Mexico,L,Data Engineering,3668.748291040055
2024,Senior,Full-time,Machine Learning Scientist,140000,USD,140000,United States,In-person,United States,M,Machine Learning and AI,29532.945601893065
2024,Senior,Full-time,Machine Learning Scientist,90000,USD,90000,United States,In-person,United States,M,Machine Learning and AI,16535.16993018365
2024,Senior,Full-time,Research Engineer,333500,USD,333500,United States,In-person,United States,M,Data Science and Research,57034.38553638468
2024,Senior,Full-time,Research Engineer,180000,USD,180000,United States,In-person,United States,M,Data Science and Research,31256.217564693245
2024,Senior,Full-time,Data Scientist,285670,USD,285670,United States,Remote,United States,M,Data Science and Research,60224.99636391836
2024,Senior,Full-time,Data Scientist,207760,USD,207760,United States,Remote,United States,M,Data Science and Research,41198.32764841137
2024,Entry-level,Full-time,Data Analyst,72128,EUR,80142,Netherlands,In-person,Netherlands,M,Data Analysis,15123.915731781966
2024,Entry-level,Full-time,Data Analyst,50490,EUR,56100,Netherlands,In-person,Netherlands,M,Data Analysis,12304.713708528769
2024,Senior,Full-time,Data Scientist,170800,USD,170800,United States,In-person,United States,M,Data Science and Research,35895.559978481295
2024,Senior,Full-time,Data Scientist,92300,USD,92300,United States,In-person,United States,M,Data Science and Research,17065.415807129044
2024,Senior,Full-time,Applied Scientist,249700,USD,249700,United States,Remote,United States,M,Data Science and Research,43941.19961402716
2024,Senior,Full-time,Applied Scientist,156300,USD,156300,United States,Remote,United States,M,Data Science and Research,32895.71619513893
2024,Senior,Full-time,Data Analyst,200200,USD,200200,United States,In-person,United States,M,Data Analysis,37887.51619229352
2024,Senior,Full-time,Data Analyst,111200,USD,111200,United States,In-person,United States,M,Data Analysis,22460.63161427006
2024,Mid-level,Full-time,Research Scientist,195200,USD,195200,United States,In-person,United States,L,Data Science and Research,45193.87118913861
2024,Mid-level,Full-time,Research Scientist,100400,USD,100400,United States,In-person,United States,L,Data Science and Research,21088.67510607016
2024,Senior,Full-time,Data Analyst,153900,USD,153900,United States,In-person,United States,M,Data Analysis,28125.94217475954
2024,Senior,Full-time,Data Analyst,85500,USD,85500,United States,In-person,United States,M,Data Analysis,17374.73063459181
2024,Senior,Full-time,Data Architect,222000,USD,222000,United States,Remote,United States,M,Data Architecture and Modeling,40170.256409499685
2024,Senior,Full-time,Data Architect,132000,USD,132000,United States,Remote,United States,M,Data Architecture and Modeling,30646.498491704635
2024,Senior,Full-time,Data Scientist,220000,USD,220000,United States,In-person,United States,M,Data Science and Research,41529.05350174583
2024,Senior,Full-time,Data Scientist,137500,USD,137500,United States,In-person,United States,M,Data Science and Research,28069.994554177454
2024,Entry-level,Full-time,Research Analyst,83200,USD,83200,United States,Remote,United States,M,Data Science and Research,17152.067004266577
2024,Entry-level,Full-time,Research Analyst,45900,USD,45900,United States,Remote,United States,M,Data Science and Research,9326.191929967059
2024,Mid-level,Full-time,Data Scientist,179000,USD,179000,United States,In-person,United States,M,Data Science and Research,28788.394740611195
2024,Mid-level,Full-time,Data Scientist,112000,USD,112000,United States,In-person,United States,M,Data Science and Research,19160.016816677344
2024,Mid-level,Full-time,AI Engineer,200000,USD,200000,United States,Remote,United States,M,Machine Learning and AI,38190.59889772364
2024,Mid-level,Full-time,AI Engineer,180000,USD,180000,United States,Remote,United States,M,Machine Learning and AI,37149.954599993514
2024,Entry-level,Full-time,Data Analyst,54000,EUR,60000,France,In-person,France,M,Data Analysis,11834.664942857076
2024,Entry-level,Full-time,Data Analyst,50000,EUR,55555,France,In-person,France,M,Data Analysis,10047.513442581905
2024,Senior,Full-time,Data Scientist,60000,GBP,75000,United Kingdom,In-person,United Kingdom,M,Data Science and Research,12977.36352131745
2024,Senior,Full-time,Data Scientist,40000,GBP,50000,United Kingdom,In-person,United Kingdom,M,Data Science and Research,9598.442455500657
2023,Mid-level,Full-time,Prompt Engineer,56000,EUR,60462,Germany,In-person,Germany,S,Machine Learning and AI,11525.900027731492
2024,Entry-level,Full-time,Research Engineer,172800,USD,172800,United States,In-person,United States,M,Data Science and Research,36332.36279744057
2024,Entry-level,Full-time,Research Engineer,144000,USD,144000,United States,In-person,United States,M,Data Science and Research,27860.202828984045
2024,Mid-level,Full-time,Data Engineer,65000,EUR,72222,Austria,In-person,Austria,M,Data Engineering,15314.975047252781
2024,Mid-level,Full-time,Data Engineer,43000,EUR,47777,Austria,In-person,Austria,M,Data Engineering,8987.188359041364
2024,Senior,Full-time,Machine Learning Engineer,230000,USD,230000,United States,Remote,United States,M,Machine Learning and AI,44822.59472161437
2024,Senior,Full-time,Machine Learning Engineer,200000,USD,200000,United States,Remote,United States,M,Machine Learning and AI,38607.81448142952
2024,Senior,Full-time,Data Architect,363000,USD,363000,United States,In-person,United States,M,Data Architecture and Modeling,66920.01582029084
2024,Senior,Full-time,Data Architect,139800,USD,139800,United States,In-person,United States,M,Data Architecture and Modeling,29707.831763388713
2024,Mid-level,Full-time,Data Scientist,109000,USD,109000,United States,Remote,United States,M,Data Science and Research,20026.360726333976
2024,Mid-level,Full-time,Data Scientist,93000,USD,93000,United States,Remote,United States,M,Data Science and Research,17629.74679145465
2024,Mid-level,Full-time,Research Engineer,35000,EUR,38888,Portugal,In-person,Portugal,M,Data Science and Research,7720.730464167331
2024,Mid-level,Full-time,Research Engineer,26000,EUR,28888,Portugal,In-person,Portugal,M,Data Science and Research,5028.025929974434
2024,Senior,Full-time,Data Scientist,248600,USD,248600,United States,In-person,United States,M,Data Science and Research,48104.423387230476
2024,Senior,Full-time,Data Scientist,149200,USD,149200,United States,In-person,United States,M,Data Science and Research,27717.46182252752
2024,Senior,Full-time,Business Intelligence,175000,USD,175000,United States,In-person,United States,M,BI and Visualization,33641.460326312124
2024,Senior,Full-time,Business Intelligence,150000,USD,150000,United States,In-person,United States,M,BI and Visualization,29820.21599198673
2024,Senior,Full-time,Data Modeler,179000,USD,179000,United States,In-person,United States,M,Data Architecture and Modeling,32936.309229156424
2024,Senior,Full-time,Data Modeler,112000,USD,112000,United States,In-person,United States,M,Data Architecture and Modeling,21907.030253202403
2024,Entry-level,Full-time,Data Analyst,87999,USD,87999,United States,In-person,United States,M,Data Analysis,19903.03083076479
2024,Entry-level,Full-time,Data Analyst,66560,USD,66560,United States,In-person,United States,M,Data Analysis,13277.656959251626
2024,Senior,Full-time,Business Intelligence Engineer,108500,USD,108500,United States,Remote,United States,M,BI and Visualization,24185.21891545172
2024,Senior,Full-time,Business Intelligence Engineer,78800,USD,78800,United States,Remote,United States,M,BI and Visualization,16306.075240602655
2024,Mid-level,Full-time,Robotics Engineer,90000,USD,90000,United States,In-person,United States,M,Machine Learning and AI,19393.48909767387
2024,Mid-level,Full-time,Robotics Engineer,70000,USD,70000,United States,In-person,United States,M,Machine Learning and AI,12915.757443720844
2024,Senior,Full-time,Robotics Engineer,165000,USD,165000,United States,In-person,United States,M,Machine Learning and AI,33346.19364478219
2024,Senior,Full-time,Robotics Engineer,150000,USD,150000,United States,In-person,United States,M,Machine Learning and AI,30401.73876784643
2024,Senior,Full-time,Data Engineer,179000,USD,179000,United States,In-person,United States,M,Data Engineering,33606.79985482773
2024,Senior,Full-time,Data Engineer,112000,USD,112000,United States,In-person,United States,M,Data Engineering,20556.86455358081
2024,Senior,Full-time,Data Manager,131200,USD,131200,United States,Remote,United States,M,Leadership and Management,22329.543622131252
2024,Senior,Full-time,Data Manager,95300,USD,95300,United States,Remote,United States,M,Leadership and Management,21911.642148029812
2024,Senior,Full-time,Business Intelligence Lead,144300,USD,144300,United States,Remote,United States,M,BI and Visualization,26053.645261328697
2024,Senior,Full-time,Business Intelligence Lead,104800,USD,104800,United States,Remote,United States,M,BI and Visualization,23781.679369473943
2024,Senior,Full-time,Machine Learning Engineer,178250,USD,178250,United States,Remote,United States,M,Machine Learning and AI,33983.386835909754
2024,Senior,Full-time,Machine Learning Engineer,105500,USD,105500,United States,Remote,United States,M,Machine Learning and AI,19280.139137580813
2024,Senior,Full-time,Data Scientist,248600,USD,248600,United States,In-person,United States,M,Data Science and Research,52815.16516559645
2024,Senior,Full-time,Data Scientist,149200,USD,149200,United States,In-person,United States,M,Data Science and Research,27956.52324582738
2024,Senior,Full-time,Data Manager,219600,USD,219600,United States,In-person,United States,M,Leadership and Management,46416.67157191542
2024,Senior,Full-time,Data Manager,125500,USD,125500,United States,In-person,United States,M,Leadership and Management,24264.642470220955
2024,Senior,Full-time,Data Engineer,258500,USD,258500,United States,In-person,United States,M,Data Engineering,54183.79464492897
2024,Senior,Full-time,Data Engineer,191857,USD,191857,United States,In-person,United States,M,Data Engineering,34656.3345267395
2024,Mid-level,Full-time,Data Engineer,41105,GBP,51381,United States,In-person,United States,M,Data Engineering,11130.512974206307
2024,Mid-level,Full-time,Data Engineer,34940,GBP,43675,United States,In-person,United States,M,Data Engineering,9161.244138306134
2024,Senior,Full-time,AI Engineer,212000,USD,212000,United States,In-person,United States,M,Machine Learning and AI,38500.681074134314
2024,Senior,Full-time,AI Engineer,93300,USD,93300,United States,In-person,United States,M,Machine Learning and AI,23591.71805541351
2024,Mid-level,Full-time,Data Engineer,194000,USD,194000,United States,In-person,United States,M,Data Engineering,40895.67734243392
2024,Mid-level,Full-time,Data Engineer,96000,USD,96000,United States,In-person,United States,M,Data Engineering,23597.696775418633
2024,Senior,Full-time,Data Architect,250000,USD,250000,United States,Remote,United States,M,Data Architecture and Modeling,58001.339093743794
2024,Senior,Full-time,Data Architect,140000,USD,140000,United States,Remote,United States,M,Data Architecture and Modeling,27471.262615390206
2024,Entry-level,Full-time,Data Engineer,54000,EUR,60000,Lithuania,In-person,Lithuania,M,Data Engineering,11505.273894474549
2024,Entry-level,Full-time,Data Engineer,45600,EUR,50666,Lithuania,In-person,Lithuania,M,Data Engineering,9724.366740256035
2024,Entry-level,Full-time,Data Scientist,175100,USD,175100,United States,In-person,United States,M,Data Science and Research,28611.24001640181
2024,Entry-level,Full-time,Data Scientist,82915,USD,82915,United States,In-person,United States,M,Data Science and Research,15429.096621582647
2024,Entry-level,Full-time,Data Scientist,162240,USD,162240,United States,In-person,United States,M,Data Science and Research,33248.70639461021
2024,Entry-level,Full-time,Data Scientist,47840,USD,47840,United States,In-person,United States,M,Data Science and Research,11028.036194254584
2024,Mid-level,Full-time,Data Scientist,243800,USD,243800,United States,Remote,United States,M,Data Science and Research,44991.964298598294
2024,Mid-level,Full-time,Data Scientist,123800,USD,123800,United States,Remote,United States,M,Data Science and Research,26943.972140022815
2024,Senior,Full-time,Data Engineer,237600,USD,237600,United States,Remote,United States,M,Data Engineering,41567.67644117623
2024,Senior,Full-time,Data Engineer,168600,USD,168600,United States,Remote,United States,M,Data Engineering,31742.928874988065
2024,Mid-level,Full-time,Business Intelligence,155000,USD,155000,United States,Remote,United States,M,BI and Visualization,29581.314157702473
2024,Mid-level,Full-time,Business Intelligence,124000,USD,124000,United States,Remote,United States,M,BI and Visualization,25722.091482113785
2024,Senior,Full-time,Machine Learning Engineer,242000,USD,242000,Canada,In-person,Canada,M,Machine Learning and AI,50613.37869012873
2024,Senior,Full-time,Machine Learning Engineer,215000,USD,215000,Canada,In-person,Canada,M,Machine Learning and AI,47138.069502701685
2024,Senior,Full-time,Machine Learning Engineer,229369,USD,229369,United States,In-person,United States,M,Machine Learning and AI,49409.9220554224
2024,Senior,Full-time,Machine Learning Engineer,146900,USD,146900,United States,In-person,United States,M,Machine Learning and AI,30094.428216852524
2024,Senior,Full-time,Data Scientist,170000,USD,170000,United States,In-person,United States,M,Data Science and Research,35327.240807929316
2024,Senior,Full-time,Data Scientist,152000,USD,152000,United States,In-person,United States,M,Data Science and Research,35229.1333009365
2024,Senior,Full-time,Applied Scientist,260000,USD,260000,United States,In-person,United States,L,Data Science and Research,49343.18385759224
2024,Senior,Full-time,Applied Scientist,136000,USD,136000,United States,In-person,United States,L,Data Science and Research,29307.261027862685
2024,Executive,Full-time,Data Scientist,180000,USD,180000,United States,In-person,United States,M,Data Science and Research,29490.681864606297
2024,Executive,Full-time,Data Scientist,125000,USD,125000,United States,In-person,United States,M,Data Science and Research,26028.335607244022
2024,Mid-level,Full-time,Data Analyst,147000,USD,147000,United States,In-person,United States,M,Data Analysis,27979.246345111427
2024,Mid-level,Full-time,Data Analyst,118000,USD,118000,United States,In-person,United States,M,Data Analysis,23606.067990538366
2024,Senior,Full-time,Data Engineer,247500,USD,247500,United States,Remote,United States,M,Data Engineering,54648.426913015835
2024,Senior,Full-time,Data Engineer,172200,USD,172200,United States,Remote,United States,M,Data Engineering,35007.033280008916
2024,Entry-level,Full-time,Data Analyst,101000,USD,101000,United States,In-person,United States,M,Data Analysis,21988.078833242034
2024,Entry-level,Full-time,Data Analyst,85000,USD,85000,United States,In-person,United States,M,Data Analysis,19505.40018573529
2024,Mid-level,Full-time,Data Analyst,154000,USD,154000,United States,In-person,United States,M,Data Analysis,31998.409424106423
2024,Mid-level,Full-time,Data Analyst,105000,USD,105000,United States,In-person,United States,M,Data Analysis,23459.186235703026
2024,Senior,Full-time,Data Operations Specialist,206500,USD,206500,United States,In-person,United States,M,Data Quality and Operations,39951.30316218487
2024,Senior,Full-time,Data Operations Specialist,121500,USD,121500,United States,In-person,United States,M,Data Quality and Operations,24280.04998608484
2024,Mid-level,Full-time,Data Analyst,72500,USD,72500,United States,In-person,United States,M,Data Analysis,13742.20184622221
2024,Mid-level,Full-time,Data Analyst,61000,USD,61000,United States,In-person,United States,M,Data Analysis,13472.43266546858
2024,Senior,Full-time,Research Analyst,80000,GBP,100000,United Kingdom,In-person,United Kingdom,M,Data Science and Research,20828.18270758719
2024,Senior,Full-time,Research Analyst,70000,GBP,87500,United Kingdom,In-person,United Kingdom,M,Data Science and Research,16612.339691683886
2024,Senior,Full-time,Data Science,288400,USD,288400,United States,In-person,United States,M,Data Science and Research,58572.12983247205
2024,Senior,Full-time,Data Science,144200,USD,144200,United States,In-person,United States,M,Data Science and Research,31843.88323335279
2024,Mid-level,Full-time,ML Engineer,440000,USD,440000,United States,In-person,United States,M,Machine Learning and AI,87654.44167886602
2024,Entry-level,Full-time,Machine Learning Engineer,171600,USD,171600,United States,In-person,United States,M,Machine Learning and AI,31063.262593163614
2024,Entry-level,Full-time,Machine Learning Engineer,99500,USD,99500,United States,In-person,United States,M,Machine Learning and AI,20162.50439401695
2024,Senior,Full-time,Data Analyst,175000,USD,175000,United States,Remote,United States,M,Data Analysis,28068.020431258716
2024,Senior,Full-time,Data Analyst,150000,USD,150000,United States,Remote,United States,M,Data Analysis,32306.311933198427
2024,Senior,Full-time,Data Engineer,199700,USD,199700,United States,In-person,United States,M,Data Engineering,38257.21761622523
2024,Senior,Full-time,Data Engineer,165100,USD,165100,United States,In-person,United States,M,Data Engineering,31470.335948806394
2024,Entry-level,Full-time,Data Analyst,85900,USD,85900,Mexico,In-person,Mexico,M,Data Analysis,18684.445176143192
2024,Mid-level,Full-time,Applied Scientist,222200,USD,222200,United States,In-person,United States,L,Data Science and Research,38373.21617361135
2024,Mid-level,Full-time,Applied Scientist,136000,USD,136000,United States,In-person,United States,L,Data Science and Research,32496.108308471375
2024,Senior,Full-time,Data Engineer,313000,USD,313000,United States,Remote,United States,M,Data Engineering,59593.68481871873
2024,Senior,Full-time,Data Engineer,135000,USD,135000,United States,Remote,United States,M,Data Engineering,25587.222452860784
2024,Senior,Full-time,Analytics Engineer,153018,USD,153018,United States,In-person,United States,M,Leadership and Management,33728.915354999066
2024,Senior,Full-time,Analytics Engineer,135000,USD,135000,United States,In-person,United States,M,Leadership and Management,28913.477237398154
2024,Mid-level,Full-time,Analytics Engineer,170000,USD,170000,United States,In-person,United States,M,Leadership and Management,42334.181044855264
2024,Senior,Full-time,Research Scientist,321000,USD,321000,United States,Remote,United States,M,Data Science and Research,62844.05758508565
2024,Senior,Full-time,Research Scientist,214000,USD,214000,United States,Remote,United States,M,Data Science and Research,42284.65958651633
2024,Senior,Full-time,Data Engineer,95000,GBP,118750,United Kingdom,In-person,United Kingdom,M,Data Engineering,20236.62454758727
2024,Senior,Full-time,Data Engineer,50750,GBP,63437,United Kingdom,In-person,United Kingdom,M,Data Engineering,12266.048556636451
2024,Entry-level,Full-time,Data Analyst,120000,USD,120000,United States,Remote,United States,M,Data Analysis,22268.564890627786
2024,Entry-level,Full-time,Data Analyst,111510,USD,111510,United States,Remote,United States,M,Data Analysis,21301.159807372118
2024,Senior,Full-time,Data Analyst,141375,USD,141375,United States,Remote,United States,M,Data Analysis,23343.30911834369
2024,Senior,Full-time,Data Analyst,111500,USD,111500,United States,Remote,United States,M,Data Analysis,26003.15485856477
2024,Mid-level,Full-time,AI Programmer,30000,USD,30000,Bosnia and Herzegovina,In-person,Bosnia and Herzegovina,S,Machine Learning and AI,5150.037910544616
2024,Mid-level,Full-time,Data Analyst,75000,USD,75000,United States,Remote,United States,M,Data Analysis,10796.69580241243
2024,Senior,Full-time,Machine Learning Scientist,250000,USD,250000,United States,Remote,United States,M,Machine Learning and AI,44057.87789208491
2024,Senior,Full-time,Machine Learning Scientist,125000,USD,125000,United States,Remote,United States,M,Machine Learning and AI,23490.401118009624
2024,Entry-level,Full-time,Data Analyst,83300,USD,83300,United States,In-person,United States,M,Data Analysis,14744.84293061364
2024,Entry-level,Full-time,Data Analyst,47500,USD,47500,United States,In-person,United States,M,Data Analysis,10543.388363695887
2024,Entry-level,Full-time,Data Analyst,154818,USD,154818,United States,In-person,United States,M,Data Analysis,30536.8002809622
2024,Entry-level,Full-time,Data Analyst,96761,USD,96761,United States,In-person,United States,M,Data Analysis,19401.32672935947
2024,Senior,Full-time,Data Architect,120000,GBP,150000,United Kingdom,In-person,United Kingdom,M,Data Architecture and Modeling,31831.17529291624
2024,Senior,Full-time,Data Architect,90000,GBP,112500,United Kingdom,In-person,United Kingdom,M,Data Architecture and Modeling,23143.528185700765
2024,Senior,Full-time,Machine Learning Engineer,345400,USD,345400,United States,In-person,United States,M,Machine Learning and AI,75839.94289075726
2024,Senior,Full-time,Machine Learning Engineer,223700,USD,223700,United States,In-person,United States,M,Machine Learning and AI,39776.19742503189
2024,Senior,Full-time,Data Manager,96600,USD,96600,United States,In-person,United States,M,Leadership and Management,18262.19502948734
2024,Senior,Full-time,Data Manager,55200,USD,55200,United States,In-person,United States,M,Leadership and Management,11775.22772926077
2024,Senior,Full-time,Data Engineer,128000,USD,128000,United States,In-person,United States,M,Data Engineering,19111.540577064374
2024,Senior,Full-time,Data Engineer,81500,USD,81500,United States,In-person,United States,M,Data Engineering,14058.4492987129
2024,Senior,Full-time,Data Engineer,218185,USD,218185,United States,Remote,United States,M,Data Engineering,45823.17980356363
2024,Senior,Full-time,Data Engineer,158680,USD,158680,United States,Remote,United States,M,Data Engineering,30211.881662540105
2024,Senior,Full-time,Data Analyst,135000,USD,135000,United States,In-person,United States,M,Data Analysis,29527.490385296187
2024,Senior,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M,Data Analysis,21618.360593706326
2024,Mid-level,Full-time,Business Intelligence Engineer,185000,USD,185000,United States,In-person,United States,L,BI and Visualization,32567.05634329316
2024,Mid-level,Full-time,Business Intelligence Engineer,79600,USD,79600,United States,In-person,United States,L,BI and Visualization,16567.398083247277
2024,Senior,Full-time,Data Scientist,235700,USD,235700,United States,In-person,United States,M,Data Science and Research,52804.80369161663
2024,Senior,Full-time,Data Scientist,124400,USD,124400,United States,In-person,United States,M,Data Science and Research,25246.816791307618
2024,Mid-level,Full-time,Applied Scientist,222200,USD,222200,United States,In-person,United States,L,Data Science and Research,40096.14608551936
2024,Mid-level,Full-time,Applied Scientist,136000,USD,136000,United States,In-person,United States,L,Data Science and Research,29591.940642004367
2024,Senior,Full-time,Machine Learning Engineer,225000,USD,225000,United States,In-person,United States,M,Machine Learning and AI,47859.41036949299
2024,Senior,Full-time,Machine Learning Engineer,150000,USD,150000,United States,In-person,United States,M,Machine Learning and AI,31627.832350496392
2024,Mid-level,Full-time,Data Engineer,180000,USD,180000,United States,In-person,United States,M,Data Engineering,38577.38001637317
2024,Mid-level,Full-time,Data Engineer,130000,USD,130000,United States,In-person,United States,M,Data Engineering,18214.00656340819
2024,Executive,Full-time,Data Science,286500,USD,286500,United States,In-person,United States,M,Data Science and Research,62347.77222499397
2024,Executive,Full-time,Data Science,204000,USD,204000,United States,In-person,United States,M,Data Science and Research,48177.17778716222
2024,Senior,Full-time,Data Scientist,180000,USD,180000,United States,In-person,United States,M,Data Science and Research,37571.89850866546
2024,Senior,Full-time,Data Scientist,139000,USD,139000,United States,In-person,United States,M,Data Science and Research,28335.786610269242
2024,Mid-level,Full-time,Data Developer,100000,USD,100000,United States,In-person,United States,M,Leadership and Management,21392.87734678288
2024,Mid-level,Full-time,Data Developer,95000,USD,95000,United States,In-person,United States,M,Leadership and Management,19642.62840000172
2024,Senior,Full-time,Machine Learning Engineer,60000,USD,60000,Brazil,Remote,Brazil,M,Machine Learning and AI,12782.13751404074
2024,Senior,Full-time,Machine Learning Engineer,54000,USD,54000,Brazil,Remote,Brazil,M,Machine Learning and AI,10801.588680265044
2024,Senior,Full-time,AI Engineer,385000,USD,385000,United States,In-person,United States,M,Machine Learning and AI,71096.37262006587
2024,Senior,Full-time,AI Engineer,310000,USD,310000,United States,In-person,United States,M,Machine Learning and AI,55773.1991842694
2024,Senior,Full-time,Machine Learning Engineer,207000,USD,207000,United States,Remote,United States,M,Machine Learning and AI,37267.48624512008
2024,Senior,Full-time,Machine Learning Engineer,149800,USD,149800,United States,Remote,United States,M,Machine Learning and AI,25846.364517351118
2024,Executive,Full-time,Data Science,300000,USD,300000,United States,Remote,United States,M,Data Science and Research,53593.54793388536
2024,Executive,Full-time,Data Science,220000,USD,220000,United States,Remote,United States,M,Data Science and Research,51749.570960647405
2024,Senior,Full-time,Data Scientist,202800,USD,202800,United States,Remote,United States,M,Data Science and Research,43618.61201178972
2024,Senior,Full-time,Data Scientist,115000,USD,115000,United States,Remote,United States,M,Data Science and Research,21562.437001425256
2024,Mid-level,Full-time,Data Scientist,140400,USD,140400,United States,Remote,United States,M,Data Science and Research,26983.777315288695
2024,Mid-level,Full-time,Data Scientist,90000,USD,90000,United States,Remote,United States,M,Data Science and Research,18202.60355563162
2024,Senior,Full-time,Machine Learning Engineer,175000,USD,175000,United States,Remote,United States,M,Machine Learning and AI,32705.592396804746
